year,question,pollname,state,region,subregion,answer,percent,dem,rep
2016,Gender,SEX,NH,Northeast,New England,Male,48,40,53
2016,Gender,SEX,NH,Northeast,New England,Female,52,54,41
2016,Age,AGE,NH,Northeast,New England,18-29,21,49,41
2016,Age,AGE,NH,Northeast,New England,30-44,21,47,43
2016,Age,AGE,NH,Northeast,New England,45-64,42,46,51
2016,Age,AGE,NH,Northeast,New England,65 and older,16,49,49
2016,Age,AGE65,NH,Northeast,New England,18-24,12,46,44
2016,Age,AGE65,NH,Northeast,New England,25-29,9,52,37
2016,Age,AGE65,NH,Northeast,New England,30-39,13,50,40
2016,Age,AGE65,NH,Northeast,New England,40-49,17,42,51
2016,Age,AGE65,NH,Northeast,New England,50-64,32,47,50
2016,Age,AGE65,NH,Northeast,New England,65 and older,16,49,49
2016,Age,AGE45,NH,Northeast,New England,18-44,42,48,42
2016,Age,AGE45,NH,Northeast,New England,45 and older,58,47,50
2016,Race,RACE,NH,Northeast,New England,White,92,46,48
2016,Race,RACE,NH,Northeast,New England,Black,1,N/A,N/A
2016,Race,RACE,NH,Northeast,New England,Latino,4,N/A,N/A
2016,Race,RACE,NH,Northeast,New England,Asian,1,N/A,N/A
2016,Race,RACE,NH,Northeast,New England,Other race,2,N/A,N/A
2016,Race,RACE2B,NH,Northeast,New England,White,92,46,48
2016,Race,RACE2B,NH,Northeast,New England,Non-white,8,58,33
2016,Race and gender,SEXBYRACE,NH,Northeast,New England,White men,45,39,54
2016,Race and gender,SEXBYRACE,NH,Northeast,New England,White women,47,53,42
2016,Race and gender,SEXBYRACE,NH,Northeast,New England,Black men,1,N/A,N/A
2016,Race and gender,SEXBYRACE,NH,Northeast,New England,Black women,1,N/A,N/A
2016,Race and gender,SEXBYRACE,NH,Northeast,New England,Latino men,2,N/A,N/A
2016,Race and gender,SEXBYRACE,NH,Northeast,New England,Latino women,2,N/A,N/A
2016,Race and gender,SEXBYRACE,NH,Northeast,New England,Others,3,N/A,N/A
2016,Education,EDUC12R,NH,Northeast,New England,High school or less,13,37,58
2016,Education,EDUC12R,NH,Northeast,New England,Some college,31,41,53
2016,Education,EDUC12R,NH,Northeast,New England,College graduate,32,47,48
2016,Education,EDUC12R,NH,Northeast,New England,Postgraduate,23,65,29
2016,Are you a college graduate?,EDUCCOLL,NH,Northeast,New England,Yes,56,54,40
2016,Are you a college graduate?,EDUCCOLL,NH,Northeast,New England,No,44,39,55
2016,Education and race,EDUCWHITE,NH,Northeast,New England,White college graduates,51,54,41
2016,Education and race,EDUCWHITE,NH,Northeast,New England,Whites no degree,41,38,56
2016,Education and race,EDUCWHITE,NH,Northeast,New England,Non-whites college grads,5,58,32
2016,Education and race,EDUCWHITE,NH,Northeast,New England,Non-whites no degree,3,N/A,N/A
2016,Education among whites by sex,EDUCWHITEBYSEX,NH,Northeast,New England,White college-grad women,28,61,35
2016,Education among whites by sex,EDUCWHITEBYSEX,NH,Northeast,New England,White non-college women,21,42,53
2016,Education among whites by sex,EDUCWHITEBYSEX,NH,Northeast,New England,White college-grad men,24,46,47
2016,Education among whites by sex,EDUCWHITEBYSEX,NH,Northeast,New England,White non-college men,20,34,60
2016,Education among whites by sex,EDUCWHITEBYSEX,NH,Northeast,New England,Non-whites,8,58,33
2016,Income,INCOME16GEN,NH,Northeast,New England,"Under $30,000",12,N/A,N/A
2016,Income,INCOME16GEN,NH,Northeast,New England,"$30K-$49,999",15,47,45
2016,Income,INCOME16GEN,NH,Northeast,New England,"$50K-$99,999",34,50,46
2016,Income,INCOME16GEN,NH,Northeast,New England,"$100K-$199,999",31,47,48
2016,Income,INCOME16GEN,NH,Northeast,New England,"$200K-$249,999",6,N/A,N/A
