2016	Gender	SEX	IL	Midwest	East North Central	Male	50	50	43
2016	Gender	SEX	IL	Midwest	East North Central	Female	50	60	36
2016	Age	AGE	IL	Midwest	East North Central	18-29	20	67	28
2016	Age	AGE	IL	Midwest	East North Central	30-44	27	59	33
2016	Age	AGE	IL	Midwest	East North Central	45-64	41	53	43
2016	Age	AGE	IL	Midwest	East North Central	65 and older	12	35	61
2016	Age	AGE65	IL	Midwest	East North Central	18-24	10	64	28
2016	Age	AGE65	IL	Midwest	East North Central	25-29	9		
2016	Age	AGE65	IL	Midwest	East North Central	30-39	18	55	33
2016	Age	AGE65	IL	Midwest	East North Central	40-49	20	62	36
2016	Age	AGE65	IL	Midwest	East North Central	50-64	30	51	45
2016	Age	AGE65	IL	Midwest	East North Central	65 and older	12	35	61
2016	Age	AGE45	IL	Midwest	East North Central	18-44	47	62	31
2016	Age	AGE45	IL	Midwest	East North Central	45 and older	53	49	47
2016	Race	RACE	IL	Midwest	East North Central	White	68	41	52
2016	Race	RACE	IL	Midwest	East North Central	Black	16	87	12
2016	Race	RACE	IL	Midwest	East North Central	Latino	11		
2016	Race	RACE	IL	Midwest	East North Central	Asian	3		
2016	Race	RACE	IL	Midwest	East North Central	Other race	2		
2016	Race	RACE2B	IL	Midwest	East North Central	White	68	41	52
2016	Race	RACE2B	IL	Midwest	East North Central	Non-white	32	84	13
2016	Race and gender	SEXBYRACE	IL	Midwest	East North Central	White men	35	37	54
2016	Race and gender	SEXBYRACE	IL	Midwest	East North Central	White women	33	46	50
2016	Race and gender	SEXBYRACE	IL	Midwest	East North Central	Black men	8		
2016	Race and gender	SEXBYRACE	IL	Midwest	East North Central	Black women	8		
2016	Race and gender	SEXBYRACE	IL	Midwest	East North Central	Latino men	4		
2016	Race and gender	SEXBYRACE	IL	Midwest	East North Central	Latino women	7		
2016	Race and gender	SEXBYRACE	IL	Midwest	East North Central	Others	5		
2016	Education	EDUC12R	IL	Midwest	East North Central	High school or less	18	59	39
2016	Education	EDUC12R	IL	Midwest	East North Central	Some college	33	50	43
2016	Education	EDUC12R	IL	Midwest	East North Central	College graduate	31	57	38
2016	Education	EDUC12R	IL	Midwest	East North Central	Postgraduate	18	61	33
2016	Are you a college graduate?	EDUCCOLL	IL	Midwest	East North Central	Yes	49	58	36
2016	Are you a college graduate?	EDUCCOLL	IL	Midwest	East North Central	No	51	53	42
2016	Education and race	EDUCWHITE	IL	Midwest	East North Central	White college graduates	35	50	43
2016	Education and race	EDUCWHITE	IL	Midwest	East North Central	Whites no degree	33	33	60
2016	Education and race	EDUCWHITE	IL	Midwest	East North Central	Non-whites college grads	13	80	17
2016	Education and race	EDUCWHITE	IL	Midwest	East North Central	Non-whites no degree	19	87	11
2016	Education among whites by sex	EDUCWHITEBYSEX	IL	Midwest	East North Central	White college-grad women	18	61	36
2016	Education among whites by sex	EDUCWHITEBYSEX	IL	Midwest	East North Central	White non-college women	16	32	63
2016	Education among whites by sex	EDUCWHITEBYSEX	IL	Midwest	East North Central	White college-grad men	18	40	51
2016	Education among whites by sex	EDUCWHITEBYSEX	IL	Midwest	East North Central	White non-college men	17	34	57
2016	Education among whites by sex	EDUCWHITEBYSEX	IL	Midwest	East North Central	Non-whites	32	84	13
2016	Income	INCOME16GEN	IL	Midwest	East North Central	Under $30,000	15		
2016	Income	INCOME16GEN	IL	Midwest	East North Central	$30K-$49,999	19		
2016	Income	INCOME16GEN	IL	Midwest	East North Central	$50K-$99,999	36	61	36
2016	Income	INCOME16GEN	IL	Midwest	East North Central	$100K-$199,999	22		
2016	Income	INCOME16GEN	IL	Midwest	East North Central	$200K-$249,999	3		
2016	Income	INCOME16GEN	IL	Midwest	East North Central	$250,000 or more	5		
2016	Income	INC50K	IL	Midwest	East North Central	Under $50K	35	60	37
2016	Income	INC50K	IL	Midwest	East North Central	$50K or more	65	55	40
2016	Income	INC100K	IL	Midwest	East North Central	Under $100K	70	60	36
2016	Income	INC100K	IL	Midwest	East North Central	$100K or more	30	48	45
2016	Income	INCOME3	IL	Midwest	East North Central	Under $50K	35	60	37
2016	Income	INCOME3	IL	Midwest	East North Central	$50K-$100K	36	61	36
2016	Income	INCOME3	IL	Midwest	East North Central	$100K or more	30	48	45
2016	Party ID	PARTY	IL	Midwest	East North Central	Democrats	45	93	5
2016	Party ID	PARTY	IL	Midwest	East North Central	Republicans	30	8	88
2016	Party ID	PARTY	IL	Midwest	East North Central	Independents	25	44	43
2016	Party by gender	PARTYGENDER	IL	Midwest	East North Central	Democratic men	19	94	3
2016	Party by gender	PARTYGENDER	IL	Midwest	East North Central	Democratic women	26	93	7
2016	Party by gender	PARTYGENDER	IL	Midwest	East North Central	Republican men	15	8	87
2016	Party by gender	PARTYGENDER	IL	Midwest	East North Central	Republican women	15	9	88
2016	Party by gender	PARTYGENDER	IL	Midwest	East North Central	Independent men	15	37	50
2016	Party by gender	PARTYGENDER	IL	Midwest	East North Central	Independent women	10		
