2016,Gender,SEX,MI,Midwest,East North Central,Male,48,41,53
2016,Gender,SEX,MI,Midwest,East North Central,Female,52,53,42
2016,Age,AGE,MI,Midwest,East North Central,18-29,21,57,34
2016,Age,AGE,MI,Midwest,East North Central,30-44,21,44,48
2016,Age,AGE,MI,Midwest,East North Central,45-64,39,44,52
2016,Age,AGE,MI,Midwest,East North Central,65 and older,19,47,51
2016,Age,AGE65,MI,Midwest,East North Central,18-24,11,58,35
2016,Age,AGE65,MI,Midwest,East North Central,25-29,10,55,33
2016,Age,AGE65,MI,Midwest,East North Central,30-39,14,45,46
2016,Age,AGE65,MI,Midwest,East North Central,40-49,16,43,51
2016,Age,AGE65,MI,Midwest,East North Central,50-64,30,44,52
2016,Age,AGE65,MI,Midwest,East North Central,65 and older,19,47,51
2016,Age,AGE45,MI,Midwest,East North Central,18-44,42,51,41
2016,Age,AGE45,MI,Midwest,East North Central,45 and older,58,45,52
2016,Race,RACE,MI,Midwest,East North Central,White,75,36,57
2016,Race,RACE,MI,Midwest,East North Central,Black,15,92,6
2016,Race,RACE,MI,Midwest,East North Central,Latino,5,59,38
2016,Race,RACE,MI,Midwest,East North Central,Asian,2,N/A,N/A
2016,Race,RACE,MI,Midwest,East North Central,Other race,3,N/A,N/A
2016,Race,RACE2B,MI,Midwest,East North Central,White,75,36,57
2016,Race,RACE2B,MI,Midwest,East North Central,Non-white,25,80,17
2016,Race and gender,SEXBYRACE,MI,Midwest,East North Central,White men,36,29,64
2016,Race and gender,SEXBYRACE,MI,Midwest,East North Central,White women,40,43,51
2016,Race and gender,SEXBYRACE,MI,Midwest,East North Central,Black men,7,88,9
2016,Race and gender,SEXBYRACE,MI,Midwest,East North Central,Black women,8,96,3
2016,Race and gender,SEXBYRACE,MI,Midwest,East North Central,Latino men,3,N/A,N/A
2016,Race and gender,SEXBYRACE,MI,Midwest,East North Central,Latino women,2,N/A,N/A
2016,Race and gender,SEXBYRACE,MI,Midwest,East North Central,Others,5,63,32
2016,Education,EDUC12R,MI,Midwest,East North Central,High school or less,20,46,49
2016,Education,EDUC12R,MI,Midwest,East North Central,Some college,38,45,49
2016,Education,EDUC12R,MI,Midwest,East North Central,College graduate,28,45,50
2016,Education,EDUC12R,MI,Midwest,East North Central,Postgraduate,15,61,33
2016,Are you a college graduate?,EDUCCOLL,MI,Midwest,East North Central,Yes,42,50,44
2016,Are you a college graduate?,EDUCCOLL,MI,Midwest,East North Central,No,58,45,49
2016,Education and race,EDUCWHITE,MI,Midwest,East North Central,White college graduates,33,43,51
2016,Education and race,EDUCWHITE,MI,Midwest,East North Central,Whites no degree,42,31,62
2016,Education and race,EDUCWHITE,MI,Midwest,East North Central,Non-whites college grads,9,77,21
2016,Education and race,EDUCWHITE,MI,Midwest,East North Central,Non-whites no degree,16,84,14
2016,Education among whites by sex,EDUCWHITEBYSEX,MI,Midwest,East North Central,White college-grad women,17,50,44
2016,Education among whites by sex,EDUCWHITEBYSEX,MI,Midwest,East North Central,White non-college women,22,38,57
2016,Education among whites by sex,EDUCWHITEBYSEX,MI,Midwest,East North Central,White college-grad men,16,36,58
2016,Education among whites by sex,EDUCWHITEBYSEX,MI,Midwest,East North Central,White non-college men,20,24,68
2016,Education among whites by sex,EDUCWHITEBYSEX,MI,Midwest,East North Central,Non-whites,24,81,16
2016,Income,INCOME16GEN,MI,Midwest,East North Central,"Under $30,000",22,62,32
2016,Income,INCOME16GEN,MI,Midwest,East North Central,"$30K-$49,999",22,44,52
2016,Income,INCOME16GEN,MI,Midwest,East North Central,"$50K-$99,999",35,43,51
2016,Income,INCOME16GEN,MI,Midwest,East North Central,"$100K-$199,999",17,43,51
2016,Income,INCOME16GEN,MI,Midwest,East North Central,"$200K-$249,999",1,N/A,N/A
2016,Income,INCOME16GEN,MI,Midwest,East North Central,"$250,000 or more",2,N/A,N/A
2016,Income,INCOME3,MI,Midwest,East North Central,Under $50K,45,53,42
2016,Income,INCOME3,MI,Midwest,East North Central,$50K-$100K,35,43,51
2016,Income,INCOME3,MI,Midwest,East North Central,$100K or more,21,43,51
2016,Income,INC50K,MI,Midwest,East North Central,Under $50K,45,53,42
2016,Income,INC50K,MI,Midwest,East North Central,$50K or more,55,43,51
2016,Income,INC100K,MI,Midwest,East North Central,Under $100K,79,49,46
2016,Income,INC100K,MI,Midwest,East North Central,$100K or more,21,43,51
2016,Party ID,PARTY,MI,Midwest,East North Central,Democrats,40,88,9
2016,Party ID,PARTY,MI,Midwest,East North Central,Republicans,31,7,90
2016,Party ID,PARTY,MI,Midwest,East North Central,Independents,29,36,52
2016,Party by gender,PARTYGENDER,MI,Midwest,East North Central,Democratic men,15,86,9
2016,Party by gender,PARTYGENDER,MI,Midwest,East North Central,Democratic women,24,88,10
2016,Party by gender,PARTYGENDER,MI,Midwest,East North Central,Republican men,16,7,90
2016,Party by gender,PARTYGENDER,MI,Midwest,East North Central,Republican women,15,8,90
2016,Party by gender,PARTYGENDER,MI,Midwest,East North Central,Independent men,16,33,56
2016,Party by gender,PARTYGENDER,MI,Midwest,East North Central,Independent women,13,40,47
2016,Ideology,PHIL3,MI,Midwest,East North Central,Liberal,27,81,14
2016,Ideology,PHIL3,MI,Midwest,East North Central,Moderate,37,52,42
2016,Ideology,PHIL3,MI,Midwest,East North Central,Conservative,36,17,79
2016,Union household?,UNIONHH12,MI,Midwest,East North Central,Yes,28,53,40
2016,Union household?,UNIONHH12,MI,Midwest,East North Central,No,72,48,47
2016,Religion,REL5,MI,Midwest,East North Central,Protestant,49,39,55
2016,Religion,REL5,MI,Midwest,East North Central,Catholic,24,39,57
2016,Religion,REL5,MI,Midwest,East North Central,Jewish,2,N/A,N/A
2016,Religion,REL5,MI,Midwest,East North Central,Another religion,10,N/A,N/A
2016,Religion,REL5,MI,Midwest,East North Central,No religion,16,59,30
2016,How often do you attend religious services?,ATTEND16,MI,Midwest,East North Central,Weekly or more,34,39,57
2016,How often do you attend religious services?,ATTEND16,MI,Midwest,East North Central,Monthly,16,44,50
2016,How often do you attend religious services?,ATTEND16,MI,Midwest,East North Central,Few times a year,28,51,46
2016,How often do you attend religious services?,ATTEND16,MI,Midwest,East North Central,Never,21,52,37
2016,How often do you attend religious services?,ATTEND16B,MI,Midwest,East North Central,Monthly or more,51,41,55
