2016,Gender,SEX,AZ,West,Mountain,Male,49,38,51
2016,Gender,SEX,AZ,West,Mountain,Female,51,49,43
2016,Age,AGE,AZ,West,Mountain,18-29,15,50,34
2016,Age,AGE,AZ,West,Mountain,30-44,25,45,40
2016,Age,AGE,AZ,West,Mountain,45-64,37,42,52
2016,Age,AGE,AZ,West,Mountain,65 and older,24,42,54
2016,Age,AGE65,AZ,West,Mountain,18-24,9,,
2016,Age,AGE65,AZ,West,Mountain,25-29,5,,
2016,Age,AGE65,AZ,West,Mountain,30-39,17,44,40
2016,Age,AGE65,AZ,West,Mountain,40-49,17,43,46
2016,Age,AGE65,AZ,West,Mountain,50-64,27,42,52
2016,Age,AGE65,AZ,West,Mountain,65 and older,24,42,54
2016,Age,AGE45,AZ,West,Mountain,18-44,40,47,38
2016,Age,AGE45,AZ,West,Mountain,45 and older,60,42,53
2016,Race,RACE,AZ,West,Mountain,White,75,39,52
2016,Race,RACE,AZ,West,Mountain,Black,2,,
2016,Race,RACE,AZ,West,Mountain,Latino,16,60,30
2016,Race,RACE,AZ,West,Mountain,Asian,2,,
2016,Race,RACE,AZ,West,Mountain,Other race,5,,
2016,Race,RACE2B,AZ,West,Mountain,White,75,39,52
2016,Race,RACE2B,AZ,West,Mountain,Non-white,25,59,31
2016,Race and gender,SEXBYRACE,AZ,West,Mountain,White men,37,35,54
2016,Race and gender,SEXBYRACE,AZ,West,Mountain,White women,39,43,49
2016,Race and gender,SEXBYRACE,AZ,West,Mountain,Black men,1,,
2016,Race and gender,SEXBYRACE,AZ,West,Mountain,Black women,1,,
2016,Race and gender,SEXBYRACE,AZ,West,Mountain,Latino men,8,51,40
2016,Race and gender,SEXBYRACE,AZ,West,Mountain,Latino women,7,70,18
2016,Race and gender,SEXBYRACE,AZ,West,Mountain,Others,7,,
2016,Education,EDUC12R,AZ,West,Mountain,High school or less,19,41,51
2016,Education,EDUC12R,AZ,West,Mountain,Some college,31,43,47
2016,Education,EDUC12R,AZ,West,Mountain,College graduate,36,40,49
2016,Education,EDUC12R,AZ,West,Mountain,Postgraduate,15,60,37
2016,Are you a college graduate?,EDUCCOLL,AZ,West,Mountain,Yes,51,46,45
2016,Are you a college graduate?,EDUCCOLL,AZ,West,Mountain,No,49,42,49
2016,Education and race,EDUCWHITE,AZ,West,Mountain,White college graduates,40,44,48
2016,Education and race,EDUCWHITE,AZ,West,Mountain,Whites no degree,35,34,56
2016,Education and race,EDUCWHITE,AZ,West,Mountain,Non-whites college grads,11,54,34
2016,Education and race,EDUCWHITE,AZ,West,Mountain,Non-whites no degree,14,62,28
2016,Education among whites by sex,EDUCWHITEBYSEX,AZ,West,Mountain,White college-grad women,20,47,46
2016,Education among whites by sex,EDUCWHITEBYSEX,AZ,West,Mountain,White non-college women,18,39,53
2016,Education among whites by sex,EDUCWHITEBYSEX,AZ,West,Mountain,White college-grad men,19,40,50
2016,Education among whites by sex,EDUCWHITEBYSEX,AZ,West,Mountain,White non-college men,17,29,60
2016,Education among whites by sex,EDUCWHITEBYSEX,AZ,West,Mountain,Non-whites,25,59,31
2016,Party ID,PARTY,AZ,West,Mountain,Democrats,28,88,7
2016,Party ID,PARTY,AZ,West,Mountain,Republicans,32,7,86
2016,Party ID,PARTY,AZ,West,Mountain,Independents,40,42,45
2016,Party by gender,PARTYGENDER,AZ,West,Mountain,Democratic men,10,87,6
2016,Party by gender,PARTYGENDER,AZ,West,Mountain,Democratic women,18,89,7
2016,Party by gender,PARTYGENDER,AZ,West,Mountain,Republican men,15,6,86
2016,Party by gender,PARTYGENDER,AZ,West,Mountain,Republican women,16,8,86
2016,Party by gender,PARTYGENDER,AZ,West,Mountain,Independent men,24,38,48
2016,Party by gender,PARTYGENDER,AZ,West,Mountain,Independent women,17,47,40
2016,Ideology,PHIL3,AZ,West,Mountain,Liberal,27,78,11
2016,Ideology,PHIL3,AZ,West,Mountain,Moderate,33,53,37
2016,Ideology,PHIL3,AZ,West,Mountain,Conservative,40,13,80
2016,Income,INCOME16GEN,AZ,West,Mountain,"Under $30,000",16,52,37
2016,Income,INCOME16GEN,AZ,West,Mountain,"$30K-$49,999",20,46,41
2016,Income,INCOME16GEN,AZ,West,Mountain,"$50K-$99,999",32,48,46
2016,Income,INCOME16GEN,AZ,West,Mountain,"$100K-$199,999",23,38,53
2016,Income,INCOME16GEN,AZ,West,Mountain,"$200K-$249,999",4,,
2016,Income,INCOME16GEN,AZ,West,Mountain,"$250,000 or more",4,,
2016,Income,INCOME3,AZ,West,Mountain,Under $50K,36,49,39
2016,Income,INCOME3,AZ,West,Mountain,$50K-$100K,32,48,46
2016,Income,INCOME3,AZ,West,Mountain,$100K or more,32,39,52
2016,Income,INC50K,AZ,West,Mountain,Under $50K,36,49,39
2016,Income,INC50K,AZ,West,Mountain,$50K or more,64,43,49
2016,Income,INC100K,AZ,West,Mountain,Under $100K,68,48,43
