2012	Vote by Gender	SEX	CT	Northeast	New England	Men	47	51	47
2012	Vote by Gender	SEX	CT	Northeast	New England	Women	53	63	36
2012	Vote by Age	AGE	CT	Northeast	New England	18-29	13	66	30
2012	Vote by Age	AGE	CT	Northeast	New England	30-44	24	55	44
2012	Vote by Age	AGE	CT	Northeast	New England	45-64	43	58	41
2012	Vote by Age	AGE	CT	Northeast	New England	65 and Older	20	54	46
2012	Vote by Age	AGE65	CT	Northeast	New England	18-24	7	65	32
2012	Vote by Age	AGE65	CT	Northeast	New England	25-29	6	67	29
2012	Vote by Age	AGE65	CT	Northeast	New England	30-39	13	57	42
2012	Vote by Age	AGE65	CT	Northeast	New England	40-49	22	57	42
2012	Vote by Age	AGE65	CT	Northeast	New England	50-64	32	57	42
2012	Vote by Age	AGE65	CT	Northeast	New England	65 and Older	20	54	46
2012	Vote by Race	RACE	CT	Northeast	New England	White	79	51	48
2012	Vote by Race	RACE	CT	Northeast	New England	African-American	11	93	7
2012	Vote by Race	RACE	CT	Northeast	New England	Latino	6	79	20
2012	Vote by Race	RACE	CT	Northeast	New England	Asian	2		
2012	Vote by Race	RACE	CT	Northeast	New England	Other	1		
2012	Vote by Gender and Race	SEXBYRACE	CT	Northeast	New England	White Men	38	44	54
2012	Vote by Gender and Race	SEXBYRACE	CT	Northeast	New England	White Women	42	57	42
2012	Vote by Gender and Race	SEXBYRACE	CT	Northeast	New England	Black Men	5		
2012	Vote by Gender and Race	SEXBYRACE	CT	Northeast	New England	Black Women	6	96	3
2012	Vote by Gender and Race	SEXBYRACE	CT	Northeast	New England	Latino Men	2		
2012	Vote by Gender and Race	SEXBYRACE	CT	Northeast	New England	Latino Women	4		
2012	Vote by Gender and Race	SEXBYRACE	CT	Northeast	New England	All Others	4		
2012	Vote by Ideology	PHIL3	CT	Northeast	New England	Liberal	28	93	6
2012	Vote by Ideology	PHIL3	CT	Northeast	New England	Moderate	47	56	42
2012	Vote by Ideology	PHIL3	CT	Northeast	New England	Conservative	24	19	80
2012	Vote by Party ID	PARTY	CT	Northeast	New England	Democratic	41	94	6
2012	Vote by Party ID	PARTY	CT	Northeast	New England	Republican	26	9	91
2012	Vote by Party ID	PARTY	CT	Northeast	New England	Independent	32	51	46
2012	Vote by Education	EDUC10	CT	Northeast	New England	No High School	2		
